,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
21004,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5031,1,1992,Female,27,2018-11-29
21005,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),36,Folsom St at 3rd St,2193,1,1975,Male,29,2017-08-09
21006,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,4952,1,1979,Male,26,2019-10-30
21007,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5250,3,1979,Male,27,2019-02-12
21008,11 minutes,22,Howard St at Beale St,10,Washington St at Kearny St,4611,3,1980,Male,29,2025-09-30
21009,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),1896,2,1991,Male,26,2019-04-29
21010,12 minutes,81,Berry St at 4th St,89,Division St at Potrero Ave,4933,2,1990,Female,27,2019-11-10
21011,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,4408,3,1991,Female,29,2019-06-25
21012,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5416,1,1971,Male,26,2025-09-30
21013,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5221,2,1995,Male,27,2025-09-30
21014,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,4625,2,1972,Male,29,2020-01-29
21015,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5492,1,1991,Male,26,2019-11-15
21016,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,4833,3,1992,Male,27,2017-07-27
21017,25 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,3646,3,1972,Male,29,2019-10-01
21018,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),27,Beale St at Harrison St,4804,1,1980,Male,26,2020-01-19
21019,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,5380,1,1987,Female,27,2018-10-24
21020,5 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,4616,2,1980,Male,29,2017-12-25
21021,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5502,2,1996,Male,26,2025-09-30
21022,6 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,2766,2,1984,Male,27,2019-01-29
21023,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),36,Folsom St at 3rd St,4383,1,1983,Male,29,2017-03-26
21024,9 minutes,81,Berry St at 4th St,19,Post St at Kearny St,5142,1,1987,Male,26,2018-01-27
21025,10 minutes,16,Steuart St at Market St,104,4th St at 16th St,5105,3,1987,Male,27,2017-06-09
21026,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4757,3,1976,Male,29,2018-12-27
21027,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,1565,3,1980,Male,26,2019-08-02
21028,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5120,1,1985,Male,27,2019-10-01
21029,6 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,1468,2,1991,Male,29,2017-03-02
21030,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5577,3,1978,Male,26,2017-10-15
21031,11 minutes,81,Berry St at 4th St,109,17th St at Valencia St,5223,2,1985,Female,27,2025-09-30
21032,9 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,5524,2,1995,Female,29,2019-09-26
21033,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,3164,1,1974,Male,26,2017-10-25
21034,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),2434,2,1966,Male,27,2019-04-05
21035,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1896,3,1958,Female,29,2018-11-29
21036,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,2873,1,1990,Female,26,2017-08-09
21037,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),112,Harrison St at 17th St,3707,1,1974,Male,27,2019-10-30
21038,21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),123,Folsom St at 19th St,3111,3,1965,Male,29,2019-02-12
21039,8 minutes,22,Howard St at Beale St,9,Broadway at Battery St,4438,3,1959,Male,26,2025-09-30
21040,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,2389,3,1990,Male,27,2019-04-29
21041,11 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,2206,2,1969,Male,29,2019-11-10
21042,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),406,3,1988,Male,26,2019-06-25
21043,5 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4796,3,1972,Male,27,2025-09-30
21044,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,2950,2,1979,Male,29,2025-09-30
21045,6 minutes,22,Howard St at Beale St,349,Howard St at Mary St,5505,2,1958,Male,26,2020-01-29
21046,10 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4611,1,1986,Male,27,2019-11-15
21047,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,1500,3,1977,Male,29,2017-07-27
21048,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,845,2,1976,Male,26,2019-10-01
21049,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,1552,2,1986,Male,27,2020-01-19
21050,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,3671,3,1995,Male,29,2018-10-24
21051,10 minutes,81,Berry St at 4th St,13,Commercial St at Montgomery St,4965,1,1973,Male,26,2017-12-25
21052,9 minutes,3,Powell St BART Station (Market St at 4th St),59,S Van Ness Ave at Market St,4977,3,1979,Female,27,2025-09-30
21053,16 minutes,16,Steuart St at Market St,81,Berry St at 4th St,1683,1,1978,Female,29,2019-01-29
21054,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,253,1,1969,Male,26,2017-03-26
21055,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),1156,1,1991,Male,27,2018-01-27
21056,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,1639,2,1986,Female,29,2017-06-09
21057,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,2766,3,1982,Male,26,2018-12-27
21058,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,2567,2,1989,Male,27,2019-08-02
21059,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,1436,2,1986,Male,29,2019-10-01
21060,1 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,5260,2,1988,Male,26,2017-03-02
21061,15 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,3444,2,1974,Male,27,2017-10-15
21062,3 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5133,3,1974,Male,29,2025-09-30
21063,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2522,2,1988,Female,26,2019-09-26
21064,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5424,3,1991,Male,27,2017-10-25
21065,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,1900,2,1991,Male,29,2019-04-05
21066,14 minutes,16,Steuart St at Market St,343,Bryant St at 2nd St,1516,2,1981,Male,26,2018-11-29
21067,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,5000,3,1985,Male,27,2017-08-09
21068,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5319,1,1995,Female,29,2019-10-30
21069,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,707,2,1988,Male,26,2019-02-12
21070,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,5538,2,1975,Female,27,2025-09-30
21071,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,572,2,1983,Male,29,2019-04-29
21072,13 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,2582,2,1994,Male,26,2019-11-10
21073,11 minutes,81,Berry St at 4th St,78,Folsom St at 9th St,5523,2,1994,Female,27,2019-06-25
21074,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4741,2,1973,Male,29,2025-09-30
21075,4 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,1100,2,1980,Male,26,2025-09-30
21076,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,282,1,1981,Female,27,2020-01-29
21077,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,1839,2,1972,Male,29,2019-11-15
21078,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5260,3,1982,Male,26,2017-07-27
21079,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,1836,1,1991,Male,27,2019-10-01
21080,11 minutes,81,Berry St at 4th St,22,Howard St at Beale St,590,3,1978,Male,29,2020-01-19
21081,1 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,5136,2,1974,Male,26,2018-10-24
21082,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,624,2,1991,Male,27,2017-12-25
21083,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,3139,3,1975,Male,29,2025-09-30
21084,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),33,Golden Gate Ave at Hyde St,193,2,1963,Male,26,2019-01-29
21085,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,5335,3,1989,Male,27,2017-03-26
21086,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),112,Harrison St at 17th St,4948,3,1982,Male,29,2018-01-27
21087,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4938,2,1979,Male,26,2017-06-09
21088,7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4438,1,1988,Male,27,2018-12-27
21089,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),102,Irwin St at 8th St,1857,3,1986,Male,29,2019-08-02
21090,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),63,3,1983,Male,26,2019-10-01
21091,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5506,2,1996,Female,27,2017-03-02
21092,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,3744,2,1988,Female,29,2017-10-15
21093,7 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,901,3,1958,Male,26,2025-09-30
21094,7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4796,2,1987,Male,27,2019-09-26
21095,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,1498,2,1988,Female,29,2017-10-25
21096,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5541,2,1989,Female,26,2019-04-05
21097,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,1936,1,1978,Male,27,2018-11-29
21098,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,5460,1,1964,Male,29,2017-08-09
21099,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,1755,2,1968,Male,26,2019-10-30
21100,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,1712,2,1990,Male,27,2019-02-12
21101,9 minutes,81,Berry St at 4th St,25,Howard St at 2nd St,4824,3,1991,Male,29,2025-09-30
21102,6 minutes,22,Howard St at Beale St,13,Commercial St at Montgomery St,3129,2,1982,Male,26,2019-04-29
21103,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,5354,2,1990,Male,27,2019-11-10
21104,20 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,5188,2,1985,Female,29,2019-06-25
21105,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,3144,3,1981,Male,26,2025-09-30
21106,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,47,2,1979,Male,27,2025-09-30
21107,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,1475,2,1989,Female,29,2020-01-29
21108,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,3009,1,1987,Female,26,2019-11-15
21109,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,5469,1,1990,Female,27,2017-07-27
21110,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,5136,2,1995,Male,29,2019-10-01
21111,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),60,8th St at Ringold St,5349,2,1973,Male,26,2020-01-19
21112,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5182,2,1994,Female,27,2018-10-24
21113,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,242,2,1973,Male,29,2017-12-25
21114,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,1596,3,1963,Male,26,2025-09-30
21115,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5319,1,1973,Female,27,2019-01-29
21116,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5041,3,1992,Male,29,2017-03-26
21117,9 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,4658,2,1979,Female,26,2018-01-27
21118,2 minutes,22,Howard St at Beale St,24,Spear St at Folsom St,3004,1,1977,Male,27,2017-06-09
21119,5 minutes,5,Powell St BART Station (Market St at 5th St),33,Golden Gate Ave at Hyde St,4939,2,1993,Female,29,2018-12-27
21120,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5268,2,1969,Male,26,2019-08-02
21121,4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4837,3,1994,Female,27,2019-10-01
21122,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),5274,2,1961,Male,29,2017-03-02
21123,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,457,1,1995,Male,26,2017-10-15
21124,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4963,3,1990,Male,27,2025-09-30
21125,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),2187,1,1974,Female,29,2019-09-26
21126,7 minutes,16,Steuart St at Market St,8,The Embarcadero at Vallejo St,5487,1,1984,Female,26,2017-10-25
21127,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4843,2,1984,Female,27,2019-04-05
21128,8 minutes,16,Steuart St at Market St,343,Bryant St at 2nd St,5315,2,1982,Male,29,2018-11-29
21129,923 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),368,Myrtle St at Polk St,5137,2,1992,Male,26,2017-08-09
21130,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,2100,1,1967,Male,27,2019-10-30
21131,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5277,1,1973,Male,29,2019-02-12
21132,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),349,Howard St at Mary St,4760,2,1972,Male,26,2025-09-30
21133,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5223,1,1996,Female,27,2019-04-29
21134,15 minutes,22,Howard St at Beale St,89,Division St at Potrero Ave,3325,1,1977,Male,29,2019-11-10
21135,10 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5193,2,1985,Female,26,2019-06-25
21136,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4976,2,1988,Male,27,2025-09-30
21137,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,5255,2,1982,Male,29,2025-09-30
21138,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4407,3,1971,Male,26,2020-01-29
21139,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5063,3,1987,Male,27,2019-11-15
21140,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,4931,1,1983,Male,29,2017-07-27
21141,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,1896,2,1978,Male,26,2019-10-01
21142,8 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,4797,3,1980,Male,27,2020-01-19
21143,4 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,1456,1,1984,Male,29,2018-10-24
21144,3 minutes,16,Steuart St at Market St,9,Broadway at Battery St,2864,2,1984,Male,26,2017-12-25
21145,7 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,1620,2,1989,Male,27,2025-09-30
21146,14 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,6147,3,1977,Female,29,2019-01-29
21147,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,1153,1,1974,Male,26,2017-03-26
21148,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5130,1,1969,Female,27,2018-01-27
21149,9 minutes,22,Howard St at Beale St,64,5th St at Brannan St,1517,1,1991,Male,29,2017-06-09
21150,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5247,2,1980,Male,26,2018-12-27
21151,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,3101,2,1985,Male,27,2019-08-02
21152,4 minutes,16,Steuart St at Market St,27,Beale St at Harrison St,1140,3,1977,Male,29,2019-10-01
21153,9 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,55,2,1970,Male,26,2017-03-02
21154,5 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,5497,2,1973,Male,27,2017-10-15
21155,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),345,Hubbell St at 16th St,310,3,1978,Other,29,2025-09-30
21156,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5325,2,1977,Male,26,2019-09-26
21157,10 minutes,22,Howard St at Beale St,350,8th St at Brannan St,4635,2,1988,Female,27,2017-10-25
21158,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5009,3,1978,Male,29,2019-04-05
21159,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,5238,1,1999,Male,26,2018-11-29
21160,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,2351,1,1986,Male,27,2017-08-09
21161,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5469,2,1994,Male,29,2019-10-30
21162,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5328,3,1973,Male,26,2019-02-12
21163,12 minutes,22,Howard St at Beale St,88,11th St at Bryant St,4969,2,1983,Male,27,2025-09-30
21164,4 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,5286,2,1984,Male,29,2019-04-29
21165,8 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,4426,3,1991,Female,26,2019-11-10
21166,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,4965,2,1986,Male,27,2019-06-25
21167,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),764,3,1991,Male,29,2025-09-30
21168,7 minutes,22,Howard St at Beale St,349,Howard St at Mary St,3135,2,1987,Male,26,2025-09-30
21169,16 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5370,2,1988,Female,27,2020-01-29
21170,3 minutes,3,Powell St BART Station (Market St at 4th St),349,Howard St at Mary St,5550,3,1975,Male,29,2019-11-15
21171,3 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5227,2,1977,Male,26,2017-07-27
21172,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5271,1,1992,Female,27,2019-10-01
21173,10 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5304,1,1987,Female,29,2020-01-19
21174,4 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4984,2,1986,Male,26,2018-10-24
21175,15 minutes,22,Howard St at Beale St,59,S Van Ness Ave at Market St,5113,2,1979,Female,27,2017-12-25
21176,30 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),81,3,1966,Male,29,2025-09-30
21177,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,856,1,1981,Male,26,2019-01-29
21178,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5487,2,1987,Male,27,2017-03-26
21179,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),1308,3,1980,Male,29,2018-01-27
21180,5 minutes,16,Steuart St at Market St,343,Bryant St at 2nd St,4609,1,1972,Male,26,2017-06-09
21181,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2068,2,1972,Male,27,2018-12-27
21182,10 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),4939,2,1990,Female,29,2019-08-02
21183,13 minutes,16,Steuart St at Market St,104,4th St at 16th St,5340,2,1987,Female,26,2019-10-01
21184,10 minutes,22,Howard St at Beale St,81,Berry St at 4th St,4438,3,1979,Male,27,2017-03-02
21185,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,5496,2,1983,Male,29,2017-10-15
21186,11 minutes,16,Steuart St at Market St,104,4th St at 16th St,4810,3,1962,Female,26,2025-09-30
21187,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,1863,2,1981,Male,27,2019-09-26
21188,13 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,2586,1,1992,Female,29,2017-10-25
21189,9 minutes,22,Howard St at Beale St,77,11th St at Natoma St,4611,2,1985,Male,26,2019-04-05
21190,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,1921,3,1988,Male,27,2018-11-29
21191,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,3158,1,1986,Female,29,2017-08-09
21192,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),1664,3,1986,Male,26,2019-10-30
21193,10 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,3451,2,1980,Female,27,2019-02-12
21194,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4984,2,1967,Male,29,2025-09-30
21195,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1896,2,1977,Male,26,2019-04-29
21196,9 minutes,22,Howard St at Beale St,81,Berry St at 4th St,5193,2,1985,Female,27,2019-11-10
21197,4 minutes,22,Howard St at Beale St,9,Broadway at Battery St,5202,2,1983,Male,29,2019-06-25
21198,15 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),707,1,1991,Male,26,2025-09-30
21199,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,1689,1,1962,Male,27,2025-09-30
21200,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,3129,3,1963,Male,29,2020-01-29
21201,19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,676,2,1983,Female,26,2019-11-15
21202,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),2821,2,1965,Male,27,2017-07-27
21203,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,5065,2,1991,Male,29,2019-10-01
21204,15 minutes,81,Berry St at 4th St,9,Broadway at Battery St,4962,3,1995,Male,26,2020-01-19
21205,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,3336,3,1971,Male,27,2018-10-24
21206,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5331,1,1977,Male,29,2017-12-25
21207,9 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),2317,2,1988,Male,26,2025-09-30
21208,10 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,498,3,1985,Female,27,2019-01-29
21209,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5019,3,1965,Male,29,2017-03-26
21210,10 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5487,1,1987,Male,26,2018-01-27
21211,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,1771,2,1987,Male,27,2017-06-09
21212,4 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,1580,2,1990,Male,29,2018-12-27
21213,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5355,3,1989,Male,26,2019-08-02
21214,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,4959,1,1979,Male,27,2019-10-01
21215,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),59,S Van Ness Ave at Market St,4717,2,1973,Male,29,2017-03-02
21216,10 minutes,22,Howard St at Beale St,77,11th St at Natoma St,5537,2,1967,Male,26,2017-10-15
21217,10 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,4652,1,1979,Male,27,2025-09-30
21218,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,5569,3,1982,Male,29,2019-09-26
21219,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,5237,2,1990,Female,26,2017-10-25
21220,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,1458,3,1986,Male,27,2019-04-05
21221,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,2907,3,1960,Male,29,2018-11-29
